Name of he course ,Link,Rating,Duration,Level
iOS Interview Preparation,https://www.udacity.com/course/ios-interview-prep--ud240,na,na,na
Introduction to Large Language Models with Google Cloud,https://www.udacity.com/course/introduction-large-language-models-google-cloud--cd12959,na,na,Beginner
LLMOps: Building Real-World Applications With Large Language Models,https://www.udacity.com/course/building-real-world-applications-with-large-language-models--cd13455,na,na,Beginner
Introduction to Image Generation with Google Cloud,https://www.udacity.com/course/introduction-image-generation-google-cloud--cd12982,na,na,Intermediate
Introduction to Digital Project Management,https://www.udacity.com/course/introduction-to-digital-project-management--ud043,na,na,na
Attention Mechanism with Google Cloud,https://www.udacity.com/course/attention-mechanism-google-cloud--cd12963,na,na,na
Google Sheets,https://www.udacity.com/course/google-sheets--cd12517,na,na,na
Generative AI Fundamentals with Google Cloud,https://www.udacity.com/course/generative-ai-fundamentals-for-google-cloud--cd13291,na,na,na
VR Interview Preparation,https://www.udacity.com/course/vr-interview-prep--ud251,na,na,na
Create Image Captioning Models with Google Cloud,https://www.udacity.com/course/create-image-captioning-models-google-cloud--cd12986,na,na,na
Encoder-Decoder Architecture with Google Cloud,https://www.udacity.com/course/encoder-decoder-architecture-google-cloud--cd12988,na,na,na
Introduction to Gen AI Studio with Google Cloud,https://www.udacity.com/course/introduction-to-generative-ai-studio-with-google-cloud--cd13292,na,na,na
Introduction to Responsible AI with Google Cloud,https://www.udacity.com/course/introduction-to-responsible-ai-with-google-cloud--cd13067,na,na,na
Google Docs,https://www.udacity.com/course/google-docs--cd12516,na,na,na
AIoT Foundations,https://www.udacity.com/course/aiot-foundations--ud074,na,na,na
Google Sheets - Advanced Topics,https://www.udacity.com/course/google-sheet-advanced-topics--cd12520,na,na,na
Google Drive,https://www.udacity.com/course/google-drive--cd12515,na,na,na
Gmail,https://www.udacity.com/course/gmail--cd12513,na,na,na
Strengthen Your LinkedIn Profile,https://www.udacity.com/course/strengthen-your-linkedIn-profile--cd13150,na,na,na
Google Calendar,https://www.udacity.com/course/google-calendar--cd12514,na,na,na
Refresh Your Resume,https://www.udacity.com/course/refresh-your-resume--cd13149,na,na,na
Google Slides,https://www.udacity.com/course/google-slides--cd12518,na,na,na
Google Chat,https://www.udacity.com/course/google-chat--cd13081,na,na,na
Google Meet,https://www.udacity.com/course/google-meet--cd12519,na,na,na
Data Structures & Algorithms Interview Prep,https://www.udacity.com/course/data-structures-and-algorithms-interview-prep--cd13172,na,na,na
Optimize Your GitHub Profile,https://www.udacity.com/course/optimize-your-github-profile--cd13151,na,na,na
Zero-Shot and Few-Shot Learning,https://www.udacity.com/course/zero-shot-and-few-shot-learnings--cd12893,na,na,na
Self-Reflection On Your Career Pathway,https://www.udacity.com/course/self-reflection-on-your-career-pathway--cd13154,na,na,na
Operationalizing Cloud Security with Deepfence ThreatMapper,https://www.udacity.com/course/operationalizing-cloud-security-with-deepfence-threatmapper--cd12926,na,na,na
Craft Your Cover Letter,https://www.udacity.com/course/craft-your-cover-letter--cd13152,na,na,na
Threads,https://www.udacity.com/course/threads--cd13163,na,na,na
Exploring Data Transformation with Google Cloud,https://www.udacity.com/course/exploring-data-transformation-with-google-cloud--cd13561,na,na,na
Scaling with Google Cloud Operations,https://www.udacity.com/course/scaling-with-google-cloud-operations--cd13565,na,na,na
Gemini in Google Sheets,https://www.udacity.com/course/duet-AI-in-google-sheets--cd13542,na,na,na
Innovating with Google Cloud Artificial Intelligence,https://www.udacity.com/course/innovating-with-google-cloud-artificial-intelligence--cd13562,na,na,na
Gemini in Gmail,https://www.udacity.com/course/duet-AI-in-gmail--cd13518,na,na,na
Responsible AI: Applying AI Principles with Google Cloud,https://www.udacity.com/course/responsible-AI-applying-AI-principles-with-google-cloud--cd13516,na,na,na
Introduction to Gemini for Google Workspace,https://www.udacity.com/course/introduction-to-duet-AI-in-google-workspace--cd13517,na,na,na
Digital Transformation with Google Cloud,https://www.udacity.com/course/digital-transformation-with-google-cloud--cd13595,na,na,na
Gemini in Google Slides,https://www.udacity.com/course/duet-AI-in-google-slides--cd13543,na,na,na
Gemini in Google Meet,https://www.udacity.com/course/duet-AI-in-google-meet--cd13540,na,na,na
Trust and Security with Google Cloud,https://www.udacity.com/course/trust-and-security-with-google-cloud--cd13564,na,na,na
Modernize Infrastructure and Applications with Google Cloud,https://www.udacity.com/course/modernize-infrastructure-and-applications-with-google-cloud--cd13563,na,na,na
Gemini in Google Docs,https://www.udacity.com/course/gemini-in-google-docs--cd13677,na,na,na
Discovering Predictive Analytics with Alteryx,https://www.udacity.com/course/discovering-predictive-analytics-with-alteryx--cd13535,na,na,na
Hedera Hashgraph,https://www.udacity.com/course/hedera-hashgraph--cd13594,na,na,na
Gemini API by Google,https://www.udacity.com/course/gemini-API-by-google--cd13416,na,na,na
